,City,Country,Distance,Fax,FridayHours,Latitude,Longitude,MondayHours,Name,Phone,SaturdayHours,Services,State,Street,SundayHours,ThursdayHours,TuesdayHours,Website,WednesdayHours,ZipCode
792,Taylor,United States,0,,Closed,42.184030,-83.267938,7pm-9pm,Guiding Hand Pregnancy Refuge,(734) 494-2400,Closed,"Maternity & Infant Supplies, Parenting Education, Pregnancy Tests, Support for Men",MI,16994 Telegraph Rd,Closed,Closed,10am-12pm,http://www.guidinghandrefuge.com,Closed,48180
793,Three Rivers,United States,0,,,41.944798,-85.630599,,Three Rivers Pregnancy Helpline Center (HB),269-278-2211,,"Pregnancy Tests, Ultrasound (Onsite)",MI,172 E Michigan Ave,,,,,,49093
794,Traverse City,United States,0,,10am-2pm,44.763955,-85.595269,10am-2pm,Pregnancy Care Center,(231) 929-3488,Closed,"Abortion Information, Adoption Information, Housing Referrals, Medical Referrals, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, Support for Men, Ultrasound (Onsite)",MI,"121 S Garfield, Suite C",Closed,10am-2pm,10am-2pm,http://pregnancycarecentertc.org/,Closed,49686
795,West Branch,United States,0,,,44.269901,-84.245372,,Options Resource Clinic/Caring Pregnancy Ctr (HB),989-345-7398,,"Pregnancy Tests, STD/STI Tests, STD/STI Treatment, Ultrasound (Onsite)",MI,575 Court St Ste 4,,,,,,48662
796,Wyoming,United States,0,,9am-12:30pm,42.913912,-85.726366,"9am-12pm, 1pm-4pm",Pregnancy Resource Center of Grand Rapids - Family Support Services,(616) 261-0014,Closed,"Maternity & Infant Supplies, Parenting Education",MI,2438 28th St SW,Closed,"9am-12pm, 1pm-4pm",11am-6pm,http://www.prcgr.org/,"9am-12pm, 1pm-4pm",49509
797,Anoka,United States,0,,,45.197270,-93.383288,,WomenSource (HB),763-208-0076,,"Pregnancy Tests, Ultrasound (Onsite)",MN,1902 5th Ave N Suite 3,,,,,,55303
798,Apple Valley,United States,0,,,44.732287,-93.215302,,Pregnancy Choices (HB),952-997-2229,,"Pregnancy Tests, STD/STI Tests, STD/STI Treatment, Ultrasound (Onsite)",MN,15010 Glazier Ave Ste 104,,,,,,55124
799,Austin,United States,0,,Closed,43.666604,-92.983675,Closed,Rachel's Hope,(507) 437-7595,Closed,"Adoption Information, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, Support for Men",MN,808 Oakland Ave,Closed,Closed,9am-4pm,http://rachelshope-mn.org,9am-4pm,55912
800,Bemidji,United States,0,,Closed,47.473817,-94.879672,11am-4pm,Northwoods Pregnancy Care Center,(218) 444-3035,Closed,"24-Hour Helpline, Abortion Information, Adoption Information, Maternity & Infant Supplies, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, Support for Men, Ultrasound (Onsite)",MN,609 Bemidji Ave. N.,Closed,11am-4pm,11am-4pm,http://www.northwoodspregnancy.com/,11am-4pm,56601
801,Brainerd,United States,0,,Closed,46.355249,-94.207826,11am-4pm,Lakes Area Pregnancy Support Center,(218) 825-0793,Closed,"Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, Support for Men, Ultrasound Referrals",MN,315 E. River Road,Closed,11am-4pm,11am-7pm,http://LAKESAREAPREGNANCY.ORG,11am-4pm,56401
802,Burnsville,United States,0,(952) 898-5191,9am-5pm,44.753385,-93.277716,9am-5pm,Amnion Crisis Pregnancy Center,(952) 898-4357,Closed,"Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, Support for Men, Ultrasound (Onsite), Ultrasound Referrals",MN,13775 Nicollet Ave S.,Closed,9am-5pm,9am-5pm,http://amnioncpc.org,9am-5pm,55337
803,Cambridge,United States,0,763-552-3053,By appointment,45.573196,-93.221532,10am-6pm,Pregnancy Resource Center of Cambridge,(763) 689-4319,Closed,"Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, STD/STI Tests, STD/STI Treatment, Support for Men, Ultrasound (Onsite)",MN,140 Buchanan St. N. Suite 138,Closed,12pm-6pm,10am-5pm,http://www.rupreg.com,10am-5pm,55008
804,Cannon Falls,United States,0,,,44.507382,-92.906143,,Life Choice (HB),507-263-8000,,Pregnancy Tests,MN,118 N 4th St,,,,,,55009
805,Detroit Lakes,United States,0,,,46.816991,-95.847244,,Health Resources (HB),218-844-8822,,"Pregnancy Tests, STD/STI Tests, STD/STI Treatment, Ultrasound (Onsite)",MN,904 Lake Ave,,,,,,56501
806,Duluth,United States,0,,,46.772545,-92.118345,,Lake Superior LifeCare Center - Duluth (HB),218-727-3399,,Pregnancy Tests,MN,1522 E Superior St  First Floor,,,,,,55812
807,Eagan,United States,0,,,44.860109,-93.169591,,Elevate Life (HB),651-291-9473,,"Pregnancy Tests, STD/STI Tests, Ultrasound (Onsite)",MN,2600 Eagan Woods Drive,,,,,,55121
808,East Bethel,United States,0,,Closed,45.306607,-93.233027,10am-5pm,Lex Specialty Clinic,(763) 452-0343,Closed,"Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, STD/STI Tests, STD/STI Treatment, Support for Men, Ultrasound (Onsite)",MN,18553 MN-65 NE,Closed,12pm-5pm,10pm-5pm,http://rupreg.com/,10am-5pm,55011
809,Elk River,United States,0,,,45.305074,-93.572208,,Abba Pregnancy Resource Center (HB),763-441-7777,,Pregnancy Tests,MN,953 4th St. Nw,,,,,,55330
810,Fairmont,United States,0,,,43.651904,-94.458273,,Options Pregnancy Center (HB),507-238-2330,,"Pregnancy Tests, STD/STI Tests, STD/STI Treatment",MN,322 E Blue Earth Ave,,,,,,56031
811,Faribault,United States,0,,,44.292697,-93.269177,,Pregnancy Options (HB),507-332-7644,,"Pregnancy Tests, STD/STI Tests, STD/STI Treatment",MN,18 2nd St NW,,,,,,55021
812,Fergus Falls,United States,0,,,46.283284,-96.072805,,Health Resources Center (HB),218-736-6050,,"Pregnancy Tests, STD/STI Tests, STD/STI Treatment, Ultrasound (Onsite)",MN,126 E Lincoln Ave,,,,,,56537
813,Forest Lake,United States,0,,,45.278904,-92.994744,,Lakes Life Care Center (HB),651-464-4340,,"Pregnancy Tests, STD/STI Tests, STD/STI Treatment, Ultrasound (Onsite)",MN,"840 W Broadway Ave, Ste 100",,,,,,55025
814,Grand Rapids,United States,0,,Closed,47.237005,-93.530068,Closed,New Beginnings Pregnancy Care Center,(218) 326-0404,Closed,"Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, Support for Men, Ultrasound (Onsite), Ultrasound Referrals",MN,112 NW 5th St.,Closed,1-6 pm,1-6 pm,http://newbeginningspregnancy.com/,1-6pm,55744
815,Hastings,United States,0,,,44.737102,-92.851905,,TLC of Hastings (HB),651-437-4200,,"Pregnancy Tests, Ultrasound (Onsite)",MN,"919 Vermillion St, Suite 100",,,,,,55033
816,Hibbing,United States,0,,,47.427241,-92.932045,,Options for Women/Iron Range (HB),218-262-5768,,Pregnancy Tests,MN,"802 E Howard St, Ste. 4",,,,,,55746
817,Hopkins,United States,0,,,44.924617,-93.421139,,Southwest Options for Women (HB),952-938-4496,,Pregnancy Tests,MN,1615 Main St,,,,,,55343
818,International Falls,United States,0,,,48.602408,-93.404126,,Northern Options For Women (HB),218-285-7673,,Pregnancy Tests,MN,309 Third St,,,,,,56649
819,Little Canada,United States,0,,,45.027787,-93.104109,,Women's Life Care Center (HB),651-777-0350,,Pregnancy Tests,MN,2870 Middle Street,,,,,,55117
820,Little Canada,United States,0,,,45.023530,-93.093629,,New Day Pregnancy Center (HB),651-649-3538,,Pregnancy Tests,MN,2756 Lake Shore Ave,,,,,,55117
821,Long Prairie,United States,0,,Closed,45.974851,-94.861808,12pm-5pm,Pregnancy and Life Resource Center,(320) 533-0976,Closed,"Abortion Information, Adoption Information, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, STD/STI Tests, STD/STI Treatment, Ultrasound (Onsite)",MN,"22 2nd St N, Suite 2",Closed,12pm-5pm,12pm-5pm,http://preg-resources.com,12pm-5pm,56347
822,Mankato,United States,0,,,44.164512,-94.004674,,Options for Women / Mankato (HB),507-625-2229,,"Pregnancy Tests, Ultrasound (Onsite)",MN,"11 Civic Center Plaza, Suite 011",,,,,,56001
823,Milaca,United States,0,,Closed,45.754603,-93.652922,10am-2:30pm,Rum River Life Choices Center,(320) 983-3771,Closed,"Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, Support for Men, Ultrasound (Onsite)",MN,121 2nd Ave. SW,Closed,10am-2:30pm,10am-2:30pm,http://rumriverlifechoices.org,10am-2:30pm,56353
824,Minneapolis,United States,0,,9am-5pm,44.970681,-93.215218,Closed,First Care Pregnancy Center - University Campus,(612) 623-8378,Closed,"Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, STD/STI Tests, STD/STI Treatment, Support for Men, Ultrasound (Onsite)",MN,2900 University Ave SE,Closed,9am-5pm,9am-5pm,http://www.firstcareminnesota.com,9am-5pm,55414
825,Minneapolis,United States,0,,,45.035312,-93.313967,,Abria Pregnancy Resources (HB),651-695-0111,,"Pregnancy Tests, STD/STI Tests, Ultrasound (Onsite)",MN,4367 Thomas Ave N,,,,,,55412
826,Minneapolis,United States,0,,,45.025129,-93.331622,,Robbinsdale Women's Center (HB),763-531-9554,,"Pregnancy Tests, Ultrasound (Onsite)",MN,3826 W Broadway Ave,,,,,,55422
827,Mora,United States,0,,Closed,45.877815,-93.297322,11am-4pm,"Mora Crisis Pregnancy Center, Inc.",(320) 679-4493,Closed,"Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Pregnancy Options Information, Pregnancy Tests, Support for Men",MN,"114 Maple Ave West, Suite 2",Closed,Closed,11am-4pm,,11am-4pm,55051
828,Morris,United States,0,,,45.587358,-95.915574,,Options for Women / Morris (HB),320-589-0300,,Pregnancy Tests,MN,615 Atlantic Ave,,,,,,56267
829,New Ulm,United States,0,,,44.300197,-94.448090,,First Choice Pregnancy Services (HB),507-359-9800,,"Pregnancy Tests, STD/STI Tests, STD/STI Treatment, Ultrasound (Onsite)",MN,1223 S Broadway St,,,,,,56073
830,Northfield,United States,0,,,44.458184,-93.159327,,Northfield Women's Center (HB),507-645-7638,,"Pregnancy Tests, STD/STI Tests, STD/STI Treatment, Ultrasound (Onsite)",MN,200 Division St Suite 140,,,,,,55057
831,Oak Park Heights,United States,0,,,45.035317,-92.811154,,Options for Women St Croix Valley (HB),651-439-5964,,"Pregnancy Tests, STD/STI Tests, STD/STI Treatment, Ultrasound (Onsite)",MN,14563 60th St N,,,,,,55082
832,Park Rapids,United States,0,,10:30am-4pm,46.916903,-95.059927,Closed,Pregnancy Resource Center of the Park Rapids Area,(218) 732-5212,Closed,"Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, Support for Men, Ultrasound Referrals",MN,200 6th St. W,Closed,10:30am-4pm,10:30am-7pm,http://prcparkrapids.org,10:30am-4pm,56470
833,Pine City,United States,0,,Closed,45.826457,-92.970466,10am-4pm,Pregnancy Resource Center,(320) 629-2792,Closed,"Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Maternity Home, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, Support for Men, Ultrasound Referrals",MN,315 Main St. S. Suite 20,Closed,10am-4pm,10am-4pm,http://www.pregornot.org,10am-4pm,55063
834,Princeton,United States,0,,Closed,45.561822,-93.580281,10am-2:30pm,Rum River Life Choices Center - Princeton,(763) 389-7876,Closed,"Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, Support for Men, Ultrasound Referrals",MN,712 S. Rum River Drive,Closed,10am-2:30pm,3:00pm-7:00pm,http://rumriverlifechoices.org,10am-2:30pm,55371
835,Red Wing,United States,0,,,44.562966,-92.552879,,First Choice Clinic (HB),651-267-4357,,"Pregnancy Tests, STD/STI Tests, STD/STI Treatment, Ultrasound (Onsite)",MN,"1755 Old West Main St, Suite 101",,,,,,55066
836,Redwood Falls,United States,0,,,44.540694,-95.117191,,Choices Pregnancy Center (HB),507-637-2534,,Pregnancy Tests,MN,231 E 2nd St Ste 6,,,,,,56283
837,Richfield,United States,0,,9am-5pm,44.884613,-93.277326,9am-5pm,First Care Pregnancy Center - Richfield,(612) 866-7643,Closed,"Abortion Information, Adoption Agency, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Tests, STD/STI Treatment, Support for Men, Ultrasound (Onsite)",MN,6517 Nicollet Ave S,Closed,9am-5pm,9am-5pm,http://www.firstcareminnesota.com,9am-5pm,55423
838,Rochester,United States,0,,9am-5pm,44.032322,-92.463011,9am-5pm,First Care Pregnancy Center - Rochester,(507) 282-3377,Closed,"Abortion Information, Adoption Agency, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, STD/STI Tests, STD/STI Treatment, Support for Men, Ultrasound (Onsite)",MN,902 N. Broadway,Closed,9am-5pm,9am-5pm,http://www.firstcareminnesota.com,9am-5pm,55906
839,Roseau,United States,0,,12pm-6pm,48.847979,-95.743225,12pm-6pm,North Region Pregnancy Care Center,(218) 463-0580,Closed,"Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, Support for Men, Ultrasound Referrals",MN,1307 3rd St NE Suite 101,Closed,Closed,Closed,http://www.northregionpcc.com,12pm-6pm,56751
840,Sandstone,United States,0,,,46.134491,-92.867720,,Sandstone Options For Women (HB),320-216-7633,,"Pregnancy Tests, STD/STI Tests, STD/STI Treatment, Ultrasound (Onsite)",MN,927 State Highway 23 N,,,,,,55072
841,Sauk Centre,United States,0,,,45.722546,-94.949506,,Options for Women Central MN (HB),320-351-4025,,"Pregnancy Tests, Ultrasound (Onsite)",MN,1225 Timberlane Dr  Ste 5,,,,,,56378
842,St Michael,United States,0,,,45.210337,-93.660781,,Options For Women/Cornerstone (HB),612-584-9449,,"Pregnancy Tests, STD/STI Tests, STD/STI Treatment, Ultrasound (Onsite)",MN,204 Central Ave E,,,,,,55376
843,St Paul,United States,0,,,44.968090,-93.025575,,Options for Women East (HB),651-776-2328,,"Pregnancy Tests, STD/STI Tests, STD/STI Treatment, Ultrasound (Onsite)",MN,891 White Bear Ave,,,,,,55106
844,St. Cloud,United States,0,(320) 255-5003,10am-5pm,45.557876,-94.155634,10am-5pm,Pregnancy Resource Center,(320) 253-1962,Closed,"Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, STD/STI Tests, STD/STI Treatment, Ultrasound (Onsite)",MN,305 5th Ave South Suite 170,Closed,10am-5pm,10am-5pm,http://www.preghelp.com,10am-5pm,56301
845,St. Paul,United States,0,,9am-5pm,44.951482,-93.011959,9am-5pm,First Care Pregnancy Center - St. Paul,(651) 730-4342,Closed,"Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, Ultrasound (Mobile)",MN,2109 Old Hudson Rd,Closed,9am-5pm,9am-5pm,http://www.firstcareminnesota.com,9am-5pm,55119
846,St. Paul,United States,0,,,44.960883,-93.191509,,Abria Pregnancy Resources (HB),651-695-0111,,"Pregnancy Tests, STD/STI Tests, STD/STI Treatment, Ultrasound (Onsite)",MN,2200 University West Suite 160,,,,,,55114
847,Staples,United States,0,(218) 895-5202,Closed,46.360462,-94.794374,11am-4pm,Lakes Area Pregnancy Support Center - Staples Branch,(218) 895-5200,Closed,"Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, Support for Men",MN,616 - 4th St NE Ste 3,Closed,11am-4pm,11am-4pm,http://www.LAKESAREAPREGNANCY.ORG,11am-4pm,56479
848,Thief River Falls,United States,0,,,48.118295,-96.179888,,LifeCare Pregnancy Center (HB),218-681-1279,,"Pregnancy Tests, Ultrasound (Onsite)",MN,204 Labree Avenue N,,,,,,56701
849,Virginia,United States,0,,,47.530420,-92.546967,,Options for Women (HB),218-741-5078,,Pregnancy Tests,MN,820 9th St  Suite 130,,,,,,55792
850,Walker,United States,0,(218) 547-5434,Closed,47.102411,-94.582730,11am-4pm,Walker Area Pregnancy Support Center,(218) 547-5433,Closed,"Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, Support for Men, Ultrasound Referrals",MN,507 Front St NW,Closed,11am-4pm,11am-4pm,http://www.pregnancyhelpmn.com,11am-4pm,56484
851,West Saint Paul,United States,0,,,44.911767,-93.080221,,Wakota - A Guiding Star Center (HB),651-457-1195,,"Pregnancy Tests, Ultrasound (Onsite)",MN,1140 Robert St South,,,,,,55118
852,Willmar,United States,0,,,45.122290,-95.048604,,Hope Pregnancy Center (HB),320-235-7619,,"Pregnancy Tests, STD/STI Tests, STD/STI Treatment, Ultrasound (Onsite)",MN,1520 Mavis Lane SE,,,,,,56201
853,Woodbury,United States,0,,,44.931885,-92.963769,,Woodbury Options for Women (HB),651-340-9062,,"Pregnancy Tests, STD/STI Tests, STD/STI Treatment, Ultrasound (Onsite)",MN,"1103 Weir Dr, Suite 400",,,,,,55125
